id,name_el,name_ancient,name_en,entity_type,subtype,sanctuary_scope,sanctuary_setting,sanctuary_function_tags,ancient_region,modern_country,modern_country_iso3,modern_locality,latitude,longitude,geometry_wkt,start_year,end_year,date_note_el,chronology_basis,start_precision,end_precision,chronology_note_el,metropolis_el,associated_city_el,representative_center_el,deity_or_cult_el,dynasty_el,predecessor_el,successor_el,description_el,temporal_precision,location_certainty,coordinate_source,pleiades_location_precision,geometry_role,spatial_note_el,source_url,secondary_source_url,pleiades_id,data_version,review_status
sanctuary-samothrace-great-gods-sanctuary,Ιερό των Μεγάλων Θεών στη Σαμοθράκη,Θεῶν Μεγάλων ἱερόν,Sanctuary of the Great Gods at Samothrace,sanctuary,mystery,,,mystery,Θράκη,Ελλάδα,GRC,"Paleopoli, Samothrace",40.50081363,25.53017343,POINT (25.53017343 40.50081363),-700,400,700 π.Χ.–400 μ.Χ.,cult_activity_window,approximate,approximate,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,,,,Μεγάλοι Θεοί/Κάβειροι,,,,"Διεθνές μυστηριακό ιερό σε διαδοχικά άνδηρα, γνωστό για τελετές μύησης και μνημεία ελληνιστικών βασιλικών οίκων.",approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/501511,,501511,0.1 — 2026-08-14,curated_initial
sanctuary-ephesus-artemis-sanctuary,Αρτεμίσιο Εφέσου,Ἀρτεμίσιον Ἐφέσου,Artemision of Ephesus,sanctuary,extraurban,,extraurban,,Ιωνία,Τουρκία,TUR,Selçuk,37.9497522,27.36372473,POINT (27.36372473 37.9497522),-800,401,800 π.Χ.–401 μ.Χ.,cult_activity_window,approximate,approximate,,,,,Άρτεμις Εφεσία,,,,"Εξωαστικό ιερό της Εφέσιας Αρτέμιδος και ένα από τα Επτά Θαύματα, με διαδοχικούς μνημειακούς ιωνικούς ναούς.",approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/873985034,,873985034,0.1 — 2026-08-14,curated_initial
sanctuary-samos-heraion,Ηραίο Σάμου,Ἡραῖον Σάμου,Heraion of Samos,sanctuary,extraurban,,extraurban,,Ιωνία,Ελλάδα,GRC,"Ireon, Samos",37.67196784,26.88591701,POINT (26.88591701 37.67196784),-1000,400,1000 π.Χ.–400 μ.Χ.,cult_activity_window,approximate,approximate,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,,,,Ήρα Σαμία,,,,"Μείζον ιωνικό ιερό κοντά στις εκβολές του Ίμβρασου, με διαδοχικούς γιγαντιαίους ναούς και πλούσιες διεθνείς αναθήσεις.",approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/599641,,599641,0.1 — 2026-08-14,curated_initial
sanctuary-priene-athena-polias-sanctuary,Ιερό της Αθηνάς Πολιάδος στην Πριήνη,Ἀθηνᾶ Πολιάς,Sanctuary of Athena Polias at Priene,sanctuary,urban,,urban,,Ιωνία,Τουρκία,TUR,Güllübahçe,37.65924143,27.29661487,POINT (27.29661487 37.65924143),-350,400,350 π.Χ.–400 μ.Χ.,cult_activity_window,approximate,approximate,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,,,,Αθηνά Πολιάς,,,,Κύριο αστικό ιερό της Πριήνης με ιωνικό ναό σχεδιασμένο από τον Πύθεο και αφιέρωση που συνδέθηκε με τον Μέγα Αλέξανδρο.,approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/298577312,,298577312,0.1 — 2026-08-14,curated_initial
sanctuary-magnesia-artemis-leukophryene,Ιερό της Αρτέμιδος Λευκοφρυηνής,Ἀρτέμιδος Λευκοφρυηνῆς ἱερόν,Sanctuary of Artemis Leukophryene,sanctuary,urban,,urban,,Ιωνία,Τουρκία,TUR,"Tekin, Germencik",37.84986234,27.52317844,POINT (27.52317844 37.84986234),-700,400,700 π.Χ.–400 μ.Χ.,cult_activity_window,approximate,approximate,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,,,,Άρτεμις Λευκοφρυηνή,,,,"Κεντρικό ιερό της Μαγνησίας στον Μαίανδρο, με μνημειακό ψευδοδίπτερο ναό που αποδίδεται στον Ερμογένη.",approximate,medium,Pleiades representative point,precise,proxy,Το σημείο είναι προσεγγιστικός χωρικός δείκτης του ιερού μέσα στην αρχαία πόλη και όχι ανεξάρτητα αποτυπωμένο περίγραμμα του μνημείου.,https://pleiades.stoa.org/places/599778,,599778,0.1 — 2026-08-14,needs_review
sanctuary-didyma-apollo-oracle,Μαντείο του Απόλλωνα στα Δίδυμα,Δίδυμα,Oracle of Apollo at Didyma,sanctuary,oracle,,,oracle,Ιωνία,Τουρκία,TUR,Didim,37.38496812,27.25638824,POINT (27.25638824 37.38496812),-800,400,800 π.Χ.–400 μ.Χ.,cult_activity_window,approximate,approximate,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,,,,Απόλλων Διδυμαίος,,,,"Μεγάλο μαντείο της Μιλήτου, με ιερή πηγή και γιγαντιαίο ελληνιστικό ναό που έμεινε ημιτελής.",approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/599593,,599593,0.1 — 2026-08-14,curated_initial
sanctuary-claros-apollo-oracle,Μαντείο του Απόλλωνα στην Κλάρο,Κλάρος,Oracle of Apollo at Claros,sanctuary,oracle,,,oracle,Ιωνία,Τουρκία,TUR,Ahmetbeyli,38.00473241,27.19296631,POINT (27.19296631 38.00473241),-700,400,700 π.Χ.–400 μ.Χ.,cult_activity_window,approximate,approximate,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,,,,Απόλλων Κλάριος,,,,"Μαντικό ιερό υπό τον έλεγχο της Κολοφώνας, με υπόγειο χρησμοδοτικό χώρο και μακρά δράση έως την ύστερη αρχαιότητα.",approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/599719,,599719,0.1 — 2026-08-14,curated_initial
sanctuary-panionion-poseidon-sanctuary,Πανιώνιο,Πανιώνιον,Panionion Sanctuary,sanctuary,federal,federal,,,Ιωνία,Τουρκία,TUR,Güzelçamlı,37.703924,27.329993,POINT (27.329993 37.703924),-700,300,700 π.Χ.–300 μ.Χ.,cult_activity_window,approximate,approximate,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,,,,Ποσειδών Ελικώνιος,,,,Ομοσπονδιακό ιερό και τόπος συνελεύσεων του Κοινού των Ιώνων στη βόρεια πλαγιά της Μυκάλης.,approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/599855,,599855,0.1 — 2026-08-14,curated_initial
sanctuary-lagina-hekate-sanctuary,Εκάτειο Λαγίνων,Ἑκάτειον,Sanctuary of Hekate at Lagina,sanctuary,extraurban,,extraurban,,Καρία,Τουρκία,TUR,"Turgut, Yatağan",37.3785444,28.03948,POINT (28.03948 37.3785444),-300,400,300 π.Χ.–400 μ.Χ.,cult_activity_window,approximate,approximate,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,,,,Εκάτη,,,,"Μνημειακό ιερό της Εκάτης, συνδεδεμένο με τη Στρατονίκεια μέσω ιεράς οδού και γνωστό για τη ζωφόρο του ύστερου 2ου αιώνα π.Χ.",approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/376215160,,376215160,0.1 — 2026-08-14,curated_initial
sanctuary-aphrodisias-aphrodite-sanctuary,Ιερό της Αφροδίτης στην Αφροδισιάδα,Ἀφροδίτης ἱερόν,Sanctuary of Aphrodite at Aphrodisias,sanctuary,urban,,urban,,Καρία,Τουρκία,TUR,Geyre,37.70971883,28.72318902,POINT (28.72318902 37.70971883),-600,500,600 π.Χ.–500 μ.Χ.,cult_activity_window,approximate,approximate,,,,,Αφροδίτη Αφροδισιάς,,,,"Η καρδιά της πόλης, με ελληνιστικό-ρωμαϊκό ιωνικό ναό και ιδιαίτερο λατρευτικό άγαλμα, μετατράπηκε σε εκκλησία γύρω στο 500 μ.Χ.",approximate,high,aphrodisias-excavations.com,,site,,https://aphrodisias-excavations.com/templeofaphrodite/,,,0.1 — 2026-08-14,curated_initial
sanctuary-labraunda-zeus-sanctuary,Ιερό του Διός στα Λάβρανδα,Λάβρανδα,Sanctuary of Zeus at Labraunda,sanctuary,federal,federal,,,Καρία,Τουρκία,TUR,"Labraunda, near Milas",37.41890062,27.81999008,POINT (27.81999008 37.41890062),-700,400,700 π.Χ.–400 μ.Χ.,cult_activity_window,approximate,approximate,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,,,,Ζευς Λαβρανδεύς,,,,"Ορεινό καρικό ιερό με μνημειακές κλίμακες, ανδρώνες και ναό, ιδιαίτερα ανεπτυγμένο από τη δυναστεία των Εκατομνιδών.",approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/599745,,599745,0.1 — 2026-08-14,curated_initial
sanctuary-pantikapaion-apollo-ietros-sanctuary,Ιερό του Απόλλωνα Ιητρού στο Παντικάπαιο,Ἀπόλλωνος Ἰητροῦ ἱερόν,Sanctuary of Apollo Ietros at Pantikapaion,sanctuary,urban,,urban,,Κιμμέριος Βόσπορος,Ουκρανία,UKR,Kerch,45.35095,36.46945,POINT (36.46945 45.35095),-550,300,550 π.Χ.–300 μ.Χ.,cult_activity_window,approximate,approximate,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,,,,Απόλλων Ιητρός,,,,Κύριο ιερό της μιλησιακής αποικίας στην ακρόπολη του όρους Μιθριδάτη· η θέση αποδίδεται προσεγγιστικά λόγω αποσπασματικής διατήρησης.,approximate,medium,curated point linked to Pleiades place,precise,proxy,Το σημείο είναι προσεγγιστικός χωρικός δείκτης του ιερού μέσα στην αρχαία πόλη και όχι ανεξάρτητα αποτυπωμένο περίγραμμα του μνημείου.,https://pleiades.stoa.org/places/854719,,854719,0.1 — 2026-08-14,needs_review
sanctuary-perachora-heraion,Ηραίο Περαχώρας,Ἥρας Ἀκραίας ἱερόν,Heraion of Perachora,sanctuary,rural,,rural,,Κορινθία,Ελλάδα,GRC,Perachora,38.02810774,22.85281872,POINT (22.85281872 38.02810774),-800,-146,800 π.Χ.–146 π.Χ.,cult_activity_window,approximate,approximate,,,,,Ήρα Ακραία και Ήρα Λιμενία,,,,"Παράκτιο κορινθιακό ιερό με δύο κύριες λατρευτικές ενότητες, βωμούς, δεξαμενή και εκτεταμένα αναθήματα.",approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/570288,,570288,0.1 — 2026-08-14,curated_initial
sanctuary-nemea-zeus-sanctuary,Ιερό του Νεμείου Διός,Νεμέα,Sanctuary of Nemean Zeus,sanctuary,panhellenic,panhellenic,,,Κορινθία,Ελλάδα,GRC,Archaia Nemea,37.80905853,22.71067954,POINT (22.71067954 37.80905853),-600,300,600 π.Χ.–300 μ.Χ.,cult_activity_window,approximate,approximate,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,,,,Ζευς Νέμειος,,,,"Πανελλήνιο ιερό και έδρα των Νεμέων, με διαδοχικούς ναούς του Δία, βωμό, ξενώνες, λουτρό και στάδιο.",approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/570504,,570504,0.1 — 2026-08-14,curated_initial
sanctuary-isthmia-poseidon-sanctuary,Ιερό του Ποσειδώνα στα Ίσθμια,Ἴσθμια,Sanctuary of Poseidon at Isthmia,sanctuary,panhellenic,panhellenic,,,Κορινθία,Ελλάδα,GRC,"Kyra Vrysi, Isthmia",37.9158035,22.9931345,POINT (22.9931345 37.9158035),-700,390,700 π.Χ.–390 μ.Χ.,cult_activity_window,approximate,approximate,,,,,Ποσειδών και Παλαίμων,,,,"Πανελλήνιο ιερό στον Ισθμό της Κορίνθου και τόπος τέλεσης των Ισθμίων, με ναό, βωμούς, στάδιο και θέατρο.",approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/570316,,570316,0.1 — 2026-08-14,curated_initial
sanctuary-crete-idaion-antron,Ιδαίο Άντρο,Ἰδαῖον Ἄντρον,Idaean Cave Sanctuary,sanctuary,cave,,cave,,Κρήτη,Ελλάδα,GRC,"Nida Plateau, Crete",35.2082103,24.8289925,POINT (24.8289925 35.2082103),-2000,400,2000 π.Χ.–400 μ.Χ.,cult_activity_window,approximate,approximate,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,,,,Ζευς Ιδαίος και Ρέα,,,,Ιερό σπήλαιο του Ψηλορείτη με λατρευτική χρήση από τη μινωική εποχή έως τους ρωμαϊκούς χρόνους και παράδοση ανατροφής του Δία.,approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/589817,,589817,0.1 — 2026-08-14,curated_initial
sanctuary-crete-iuktas-peak-sanctuary,Ιερό κορυφής Γιούχτα,Ἰυκτός,Iuktas Peak Sanctuary,sanctuary,peak,,peak,,Κρήτη,Ελλάδα,GRC,"Mount Juktas, Archanes",35.29160551,25.11438939,POINT (25.11438939 35.29160551),-2000,-1100,2000 π.Χ.–1100 π.Χ.,cult_activity_window,approximate,approximate,,,,,Μινωική θεότητα κορυφής,,,,Μινωικό ιερό κορυφής που εξυπηρετούσε την περιοχή της Κνωσού και χρησιμοποιήθηκε σε όλη σχεδόν την Εποχή του Χαλκού.,approximate,high,Pleiades representative point,rough,site,,https://pleiades.stoa.org/places/559217802,,559217802,0.1 — 2026-08-14,curated_initial
sanctuary-gyroulas-demeter-sanctuary,Ιερό Δήμητρας και Απόλλωνα στον Γύρουλα,,Sanctuary of Demeter and Apollo at Gyroulas,sanctuary,rural,,rural,,Κυκλάδες,Ελλάδα,GRC,"Sangri, Naxos",37.02911178,25.43123428,POINT (25.43123428 37.02911178),-800,-300,800 π.Χ.–300 π.Χ.,cult_activity_window,approximate,approximate,,,,,Δήμητρα και Απόλλων,,,,"Αγροτικό ιερό με μαρμάρινο αρχαϊκό ναό, ιδιαίτερα σημαντικό για την πρώιμη ιωνική αρχιτεκτονική των Κυκλάδων.",approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/599631,,599631,0.1 — 2026-08-14,curated_initial
sanctuary-tinos-poseidon-amphitrite-sanctuary,Ιερό Ποσειδώνα και Αμφιτρίτης στην Τήνο,Ποσειδῶνος καὶ Ἀμφιτρίτης ἱερόν,Sanctuary of Poseidon and Amphitrite on Tinos,sanctuary,healing,,,healing,Κυκλάδες,Ελλάδα,GRC,"Kionia, Tinos",37.55168814,25.14288517,POINT (25.14288517 37.55168814),-350,300,350 π.Χ.–300 μ.Χ.,cult_activity_window,approximate,approximate,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,,,,Ποσειδών Ιατρός και Αμφιτρίτη,,,,"Ελληνιστικό παράκτιο ιερό με θεραπευτική διάσταση, μνημειακό βωμό, κρήνες, λουτρικές εγκαταστάσεις και στοές.",approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/590006,,590006,0.1 — 2026-08-14,curated_initial
sanctuary-delos-apollo-sanctuary,Ιερό του Απόλλωνα στη Δήλο,Δῆλος,Sanctuary of Apollo on Delos,sanctuary,panhellenic,panhellenic,,,Κυκλάδες,Ελλάδα,GRC,Delos,37.3993075,25.268868,POINT (25.268868 37.3993075),-900,400,900 π.Χ.–400 μ.Χ.,cult_activity_window,approximate,approximate,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,,,,"Απόλλων, Άρτεμις και Λητώ",,,,"Μεγάλο νησιωτικό ιερό στο μυθικό γενέθλιο τόπο του Απόλλωνα και της Αρτέμιδος, με ναούς, θησαυρούς και μνημειακή πομπική διαδρομή.",approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/599506,,599506,0.1 — 2026-08-14,curated_initial
sanctuary-despotiko-apollo-sanctuary,Ιερό του Απόλλωνα στο Δεσποτικό,,Sanctuary of Apollo at Despotiko,sanctuary,rural,,rural,,Κυκλάδες,Ελλάδα,GRC,"Mandra, Despotiko",36.97026271,25.01547138,POINT (25.01547138 36.97026271),-750,200,750 π.Χ.–200 μ.Χ.,cult_activity_window,approximate,approximate,,,,,Απόλλων και Άρτεμις,,,,"Εκτεταμένο αρχαϊκό νησιωτικό ιερό με ναό, εστιατόρια και βοηθητικά κτίρια, που συνέχισε να χρησιμοποιείται έως τους ρωμαϊκούς χρόνους.",approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/854812387,,854812387,0.1 — 2026-08-14,curated_initial
sanctuary-hyria-dionysos-sanctuary,Ιερό του Διονύσου στα Ύρια Νάξου,Ὕρια,Sanctuary of Dionysos at Hyria,sanctuary,rural,,rural,,Κυκλάδες,Ελλάδα,GRC,"Yria, Naxos",37.07762788,25.38067653,POINT (25.38067653 37.07762788),-800,400,800 π.Χ.–400 μ.Χ.,cult_activity_window,approximate,approximate,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,,,,Διόνυσος,,,,"Ιερό με τέσσερις διαδοχικές οικοδομικές φάσεις, σημαντικό για την εξέλιξη της νησιωτικής μνημειακής αρχιτεκτονικής.",approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/599661,,599661,0.1 — 2026-08-14,curated_initial
sanctuary-golgoi-aphrodite-sanctuary,Ιερό της Αφροδίτης Γολγίας,Γόλγοι,Sanctuary of Aphrodite Golgia,sanctuary,urban,,urban,,Κύπρος,Κύπρος,CYP,Athienou area,35.087379,33.620066,POINT (33.620066 35.087379),-700,300,700 π.Χ.–300 μ.Χ.,cult_activity_window,approximate,approximate,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,,,,Αφροδίτη Γολγία,,,,"Σημαντικό κυπριακό ιερό της Αφροδίτης στην επικράτεια των Γόλγων, γνωστό από γλυπτά, επιγραφές και αναθήματα.",approximate,medium,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/707470,,707470,0.1 — 2026-08-14,needs_review
sanctuary-palaepaphos-aphrodite-sanctuary,Ιερό της Αφροδίτης στην Παλαίπαφο,Παλαίπαφος,Sanctuary of Aphrodite at Palaepaphos,sanctuary,urban,,urban,,Κύπρος,Κύπρος,CYP,Kouklia,34.7068294,32.5736088,POINT (32.5736088 34.7068294),-1200,391,1200 π.Χ.–391 μ.Χ.,cult_activity_window,approximate,approximate,,,,,Αφροδίτη Παφία,,,,"Κύριο παγκύπριο κέντρο της Αφροδίτης, με λατρεία ανεικονικού λίθου και συνεχή ακτινοβολία από την Ύστερη Εποχή του Χαλκού.",approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/828989863,,828989863,0.1 — 2026-08-14,curated_initial
sanctuary-kourion-apollo-hylates-sanctuary,Ιερό του Απόλλωνα Υλάτη,Ἀπόλλων Ὑλάτης,Sanctuary of Apollo Hylates,sanctuary,rural,,rural,,Κύπρος,Κύπρος,CYP,"Episkopi, Limassol",34.67270936,32.8636043,POINT (32.8636043 34.67270936),-800,365,800 π.Χ.–365 μ.Χ.,cult_activity_window,approximate,approximate,,,,,Απόλλων Υλάτης,,,,"Μεγάλο κυπριακό ιερό βορειοδυτικά του Κουρίου, με αρχαϊκές απαρχές και μνημειακή ρωμαϊκή αναμόρφωση.",approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/707476,,707476,0.1 — 2026-08-14,curated_initial
sanctuary-cyrene-apollo-sanctuary,Ιερό του Απόλλωνα στην Κυρήνη,Ἀπόλλωνος Καρνείου ἱερόν,Sanctuary of Apollo at Cyrene,sanctuary,urban,,urban,,Κυρηναϊκή,Λιβύη,LBY,Shahat,32.82351143,21.85251663,POINT (21.85251663 32.82351143),-700,200,700 π.Χ.–200 μ.Χ.,cult_activity_window,approximate,approximate,,,,,"Απόλλων Καρνείος, Άρτεμις και Κυρήνη",,,,"Το αρχαιότερο μεγάλο ιερό της Κυρήνης σε κοιλάδα με πηγή, ναούς, βωμούς και κτίρια που αναπτύχθηκαν από την αρχαϊκή έως τη ρωμαϊκή εποχή.",approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/464482220,,464482220,0.1 — 2026-08-14,curated_initial
sanctuary-cyrene-zeus-sanctuary,Ιερό του Διός στην Κυρήνη,Διὸς ἱερόν,Temple of Zeus at Cyrene,sanctuary,urban,,urban,,Κυρηναϊκή,Λιβύη,LBY,Shahat,32.82234007,21.86244367,POINT (21.86244367 32.82234007),-500,365,500 π.Χ.–365 μ.Χ.,cult_activity_window,approximate,approximate,,,,,Ζευς Ολύμπιος,,,,"Μνημειακός δωρικός ναός του Δία στην Κυρήνη, από τους μεγαλύτερους του ελληνικού κόσμου, με ελληνιστικές και ρωμαϊκές ανακατασκευές.",approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/103565779,,103565779,0.1 — 2026-08-14,curated_initial
sanctuary-amyklaion-apollo-sanctuary,Αμυκλαίο,Ἀμύκλαι,Amyklaion Sanctuary of Apollo,sanctuary,rural,,rural,,Λακωνία,Ελλάδα,GRC,Amykles,37.03631128,22.45026506,POINT (22.45026506 37.03631128),-800,400,800 π.Χ.–400 μ.Χ.,cult_activity_window,approximate,approximate,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,,,,Απόλλων Αμυκλαίος και Υάκινθος,,,,Λακωνικό ιερό με κολοσσιαίο ξόανο του Απόλλωνα και τον περίτεχνο Θρόνο των Αμυκλών γύρω από τον τάφο του Υακίνθου.,approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/73644851,,73644851,0.1 — 2026-08-14,curated_initial
sanctuary-menelaion-sparta,Μενελάειο,Μενελάειον,Menelaion Sanctuary,sanctuary,hero_cult,,,hero_cult,Λακωνία,Ελλάδα,GRC,"Therapni, Sparta",37.0657435,22.4534818,POINT (22.4534818 37.0657435),-700,200,700 π.Χ.–200 μ.Χ.,cult_activity_window,approximate,approximate,,,,,Ελένη και Μενέλαος,,,,"Ηρωικό ιερό πάνω σε μυκηναϊκό συγκρότημα κοντά στις Θεράπνες, με λατρεία της Ελένης και του Μενελάου.",approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/570477,,570477,0.1 — 2026-08-14,curated_initial
sanctuary-foce-del-sele-heraion,Ηραίο στις εκβολές του Σέλε,Ἡραῖον Ποσειδωνίας,Heraion at Foce del Sele,sanctuary,rural,,rural,,Λευκανία,Ιταλία,ITA,"Foce del Sele, Capaccio Paestum",40.48838686,14.97002056,POINT (14.97002056 40.48838686),-600,200,600 π.Χ.–200 μ.Χ.,cult_activity_window,approximate,approximate,,,,,Ήρα Αργεία,,,,"Εξωαστικό ιερό της Ποσειδωνίας στις εκβολές του Σέλε, με μεγάλο αρχαϊκό ναό και αφηγηματικές μετόπες.",approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/442610,,442610,0.1 — 2026-08-14,curated_initial
sanctuary-metapontum-tavole-palatine-heraion,Ηραίο των Tavole Palatine,Ἡραῖον Μεταποντίου,Hera Sanctuary at Tavole Palatine,sanctuary,rural,,rural,,Λευκανία,Ιταλία,ITA,"Metaponto, Bernalda",40.41607388,16.81677139,POINT (16.81677139 40.41607388),-600,200,600 π.Χ.–200 μ.Χ.,cult_activity_window,approximate,approximate,,,,,Ήρα,,,,Εξωαστικό συνοριακό ιερό του Μεταποντίου με δωρικό ναό του 6ου αιώνα π.Χ. και δεκαπέντε σωζόμενες κολόνες.,approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/442611,,442611,0.1 — 2026-08-14,curated_initial
sanctuary-siwa-amun-zeus-oracle,Μαντείο του Άμμωνα στη Σίβα,Ἄμμωνος χρηστήριον,Oracle of Amun/Zeus Ammon at Siwa,sanctuary,oracle,,,oracle,Λιβυκή Έρημος,Αίγυπτος,EGY,"Aghurmi, Siwa Oasis",29.2051738,25.54350736,POINT (25.54350736 29.2051738),-650,400,650 π.Χ.–400 μ.Χ.,cult_activity_window,approximate,approximate,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,,,,Άμμων/Ζευς Άμμων,,,,"Περίφημο μαντείο στην όαση της Σίβα, όπου ο αιγυπτιακός Άμμων ταυτίστηκε με τον Δία και το οποίο συμβουλεύτηκε ο Αλέξανδρος.",approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/716520,,716520,0.1 — 2026-08-14,curated_initial
sanctuary-sardis-artemis-sanctuary,Ιερό της Αρτέμιδος στις Σάρδεις,Ἀρτέμιδος ἱερόν ἐν Σάρδεσι,Sanctuary of Artemis at Sardis,sanctuary,urban,,urban,,Λυδία,Τουρκία,TUR,Sart,38.47976506,28.03117478,POINT (28.03117478 38.47976506),-550,400,550 π.Χ.–400 μ.Χ.,cult_activity_window,approximate,approximate,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,,,,Άρτεμις και αυτοκρατορική λατρεία,,,,Μεγάλο λυδικό ιερό με περσική λατρευτική φάση και μνημειακό ελληνιστικό-ρωμαϊκό ναό που παρέμεινε ημιτελής.,approximate,high,Pleiades representative point,precise,site,,https://pleiades.stoa.org/places/66376536,,66376536,0.1 — 2026-08-14,curated_initial
