chronology_id,entity_id,start_year,end_year,start_precision,end_precision,temporal_precision,chronology_basis,display_cutoff,label_el,label_en,note_el,note_en,source_id,review_state
chronology-sanctuary-pergamon-asklepieion-primary,sanctuary-pergamon-asklepieion,-400,400,approximate,approximate,approximate,cult_activity_window,0,400 π.Χ.–400 μ.Χ.,400 BCE–400 CE,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,The final year is an approximate boundary for the principal period of ancient cult activity; a detailed timeline should separate the individual phases.,src-pleiades-550459,reviewed
chronology-sanctuary-priene-athena-polias-sanctuary-primary,sanctuary-priene-athena-polias-sanctuary,-350,400,approximate,approximate,approximate,cult_activity_window,0,350 π.Χ.–400 μ.Χ.,350 BCE–400 CE,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,The final year is an approximate boundary for the principal period of ancient cult activity; a detailed timeline should separate the individual phases.,src-pleiades-298577312,reviewed
chronology-sanctuary-rhodes-zeus-atabyrios-sanctuary-primary,sanctuary-rhodes-zeus-atabyrios-sanctuary,-700,400,approximate,approximate,approximate,cult_activity_window,0,700 π.Χ.–400 μ.Χ.,700 BCE–400 CE,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,The final year is an approximate boundary for the principal period of ancient cult activity; a detailed timeline should separate the individual phases.,src-pleiades-590099,reviewed
chronology-sanctuary-samos-heraion-primary,sanctuary-samos-heraion,-1000,400,approximate,approximate,approximate,cult_activity_window,0,1000 π.Χ.–400 μ.Χ.,1000 BCE–400 CE,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,The final year is an approximate boundary for the principal period of ancient cult activity; a detailed timeline should separate the individual phases.,src-pleiades-599641,reviewed
chronology-sanctuary-samothrace-great-gods-sanctuary-primary,sanctuary-samothrace-great-gods-sanctuary,-700,400,approximate,approximate,approximate,cult_activity_window,0,700 π.Χ.–400 μ.Χ.,700 BCE–400 CE,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,The final year is an approximate boundary for the principal period of ancient cult activity; a detailed timeline should separate the individual phases.,src-pleiades-501511,reviewed
chronology-sanctuary-sardis-artemis-sanctuary-primary,sanctuary-sardis-artemis-sanctuary,-550,400,approximate,approximate,approximate,cult_activity_window,0,550 π.Χ.–400 μ.Χ.,550 BCE–400 CE,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,The final year is an approximate boundary for the principal period of ancient cult activity; a detailed timeline should separate the individual phases.,src-pleiades-66376536,reviewed
chronology-sanctuary-segesta-doric-temple-sanctuary-primary,sanctuary-segesta-doric-temple-sanctuary,-430,-300,approximate,approximate,approximate,cult_activity_window,0,430 π.Χ.–300 π.Χ.,430 BCE–300 BCE,,,src-pleiades-963441586,needs_review
chronology-sanctuary-selinous-demeter-malophoros-sanctuary-primary,sanctuary-selinous-demeter-malophoros-sanctuary,-650,-250,approximate,approximate,approximate,cult_activity_window,0,650 π.Χ.–250 π.Χ.,650 BCE–250 BCE,,,src-pleiades-502577471,reviewed
chronology-sanctuary-siwa-amun-zeus-oracle-primary,sanctuary-siwa-amun-zeus-oracle,-650,400,approximate,approximate,approximate,cult_activity_window,0,650 π.Χ.–400 μ.Χ.,650 BCE–400 CE,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,The final year is an approximate boundary for the principal period of ancient cult activity; a detailed timeline should separate the individual phases.,src-pleiades-716520,reviewed
chronology-sanctuary-smintheion-apollo-sanctuary-primary,sanctuary-smintheion-apollo-sanctuary,-700,400,approximate,approximate,approximate,cult_activity_window,0,700 π.Χ.–400 μ.Χ.,700 BCE–400 CE,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,The final year is an approximate boundary for the principal period of ancient cult activity; a detailed timeline should separate the individual phases.,src-pleiades-550892,reviewed
chronology-sanctuary-sounion-poseidon-sanctuary-primary,sanctuary-sounion-poseidon-sanctuary,-700,300,approximate,approximate,approximate,cult_activity_window,0,700 π.Χ.–300 μ.Χ.,700 BCE–300 CE,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,The final year is an approximate boundary for the principal period of ancient cult activity; a detailed timeline should separate the individual phases.,src-pleiades-580086,reviewed
chronology-sanctuary-syracuse-apollo-sanctuary-primary,sanctuary-syracuse-apollo-sanctuary,-600,400,approximate,approximate,approximate,cult_activity_window,0,600 π.Χ.–400 μ.Χ.,600 BCE–400 CE,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,The final year is an approximate boundary for the principal period of ancient cult activity; a detailed timeline should separate the individual phases.,src-pleiades-418729933,reviewed
chronology-sanctuary-tegea-athena-alea-sanctuary-primary,sanctuary-tegea-athena-alea-sanctuary,-700,400,approximate,approximate,approximate,cult_activity_window,0,700 π.Χ.–400 μ.Χ.,700 BCE–400 CE,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,The final year is an approximate boundary for the principal period of ancient cult activity; a detailed timeline should separate the individual phases.,src-pleiades-372843530,reviewed
chronology-sanctuary-thermon-apollo-sanctuary-primary,sanctuary-thermon-apollo-sanctuary,-630,-100,approximate,approximate,approximate,cult_activity_window,0,630 π.Χ.–100 π.Χ.,630 BCE–100 BCE,,,src-pleiades-728329645,reviewed
chronology-sanctuary-tinos-poseidon-amphitrite-sanctuary-primary,sanctuary-tinos-poseidon-amphitrite-sanctuary,-350,300,approximate,approximate,approximate,cult_activity_window,0,350 π.Χ.–300 μ.Χ.,350 BCE–300 CE,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,The final year is an approximate boundary for the principal period of ancient cult activity; a detailed timeline should separate the individual phases.,src-pleiades-590006,reviewed
